x1,x2,y
-0.587406+0.809292j,-0.939888-0.341483j,-9.281322-0.303988j
+0.583128+0.812380j,+0.957111+0.289722j,+9.406272+4.754915j
-0.999516+0.031108j,-0.363366-0.931646j,-5.905477-7.359848j
+0.309096+0.951031j,-0.947207-0.320624j,-6.650366+0.288105j
+0.731111-0.682259j,+0.131967+0.991254j,+3.249066+5.883257j
+0.875720+0.482819j,-0.467134+0.884187j,-1.109909+8.521952j
-0.789867+0.613278j,+0.987124+0.159957j,+5.527391+3.119489j
-0.971092-0.238704j,+0.404708+0.914446j,+0.324384+6.599457j
+0.017040+0.999855j,+0.607460-0.794350j,+4.910803-3.355235j
-0.598568+0.801072j,+0.017003+0.999855j,-1.659678+10.402060j
+0.999772-0.021330j,+0.147029-0.989132j,+4.175547-7.977049j
+0.996476+0.083878j,-0.330675-0.943745j,+0.344027-7.298325j
+0.973221+0.229873j,-0.991615+0.129224j,-5.013261+1.723416j
-0.048739-0.998812j,+0.999793+0.020368j,+7.852123-2.833492j
+0.996628-0.082054j,+0.644991-0.764190j,+8.149809-6.359685j
+0.200924+0.979607j,+0.958699+0.284421j,+8.272368+5.214191j
-0.957938-0.286976j,-0.680813-0.732457j,-8.320320-6.720585j
+0.824395-0.566015j,-0.891123-0.453762j,-4.655800-5.328137j
-0.993559-0.113312j,+0.834964+0.550305j,+3.699030+4.062507j
+0.189939-0.981796j,-0.464676-0.885481j,-3.147589-10.029236j
+0.926992+0.375080j,-0.756196+0.654346j,-3.268587+6.360006j
-0.997384+0.072288j,+0.436958+0.899482j,+0.503517+7.412719j
-0.738459+0.674299j,-0.966831-0.255418j,-9.950021-0.020451j
+0.892707-0.450638j,+0.161986+0.986793j,+3.974011+6.542429j
-0.940199+0.340625j,+0.366087+0.930581j,+0.108101+8.466520j
+0.999801+0.019934j,-0.954662-0.297692j,-4.637893-2.321729j
-0.649990-0.759943j,-0.882448+0.470411j,-9.009552+1.483457j
-0.720018-0.693956j,-0.866025+0.500001j,-9.088250+1.918144j
-0.186480+0.982459j,-0.872601+0.488434j,-7.540246+6.854851j
-0.926672-0.375870j,+0.842877-0.538106j,+3.962998-5.432461j
+0.575156+0.818044j,-0.998406+0.056441j,-6.261779+2.905657j
-0.693845-0.720124j,+0.802745-0.596322j,+4.340424-6.930952j
-0.583365-0.812210j,+0.982572+0.185881j,+6.110484-0.949586j
-0.056841+0.998383j,+0.838333+0.545158j,+6.536145+7.356414j
-0.996751-0.080546j,-0.558947-0.829203j,-7.461828-6.875264j
+0.940472-0.339870j,+0.207408-0.978255j,+4.480680-8.845647j
-0.958384-0.285484j,+0.943189-0.332255j,+4.670365-3.514494j
-0.856521-0.516113j,+0.059005-0.998258j,-2.097523-9.534399j
-0.938392+0.345572j,+0.871290+0.490769j,+4.155143+4.962866j
-0.846800-0.531911j,+0.197376-0.980328j,-0.961394-9.438358j
-0.679202-0.733952j,+0.729008-0.684505j,+3.794462-7.677894j
-0.844661-0.535301j,+0.522845-0.852428j,+1.648776-8.425326j
+0.996607-0.082306j,-0.781228-0.624245j,-3.260006-5.240878j
+0.891224+0.453563j,-0.950701+0.310110j,-4.931932+3.841571j
+0.976725-0.214494j,+0.528969+0.848641j,+7.161926+6.145648j
+0.913442-0.406969j,+0.907914+0.419157j,+10.003637+2.132349j
-0.794141+0.607734j,-0.159667-0.987171j,-3.659758-6.074166j
+0.435770-0.900058j,+0.996357-0.085276j,+9.278169-3.382379j
-0.204437-0.978880j,-0.999976+0.006906j,-8.613121-2.881392j
-0.170234-0.985404j,-0.755604-0.655028j,-6.555537-8.196436j
+0.580569-0.814211j,+0.636880-0.770963j,+6.836743-8.610340j
-0.161485+0.986875j,+0.999681-0.025267j,+7.512991+2.758488j
-0.649745+0.760152j,+0.641777+0.766891j,+3.184983+8.415587j
+0.626024-0.779804j,-0.979371+0.202072j,-5.956892-0.722834j
+0.717279-0.696786j,+0.586834+0.809708j,+6.846507+4.387303j
+0.419808+0.907613j,-0.508998+0.860768j,-2.812562+9.608981j
-0.885754+0.464155j,-0.803812+0.594884j,-9.087757+6.151534j
-0.971443+0.237272j,-0.776213-0.630471j,-9.124031-4.331952j
-0.137079+0.990560j,-0.048777-0.998810j,-0.801455-5.018797j
+0.605918+0.795527j,+0.516210+0.856462j,+5.947437+9.238275j
+0.790840+0.612023j,-0.988215-0.153074j,-5.533198+0.611475j
-0.592294+0.805722j,+0.712985+0.701179j,+3.927000+8.026598j
+0.397494+0.917605j,+0.717451+0.696609j,+6.932086+8.325690j
-0.423612+0.905844j,-0.365658+0.930749j,-4.196097+10.163527j
+0.946632+0.322315j,+0.920333-0.391136j,+10.202560-2.162143j
+0.866666+0.498889j,+0.668511-0.743702j,+7.948084-4.452952j
-0.197565+0.980290j,-0.616927-0.787021j,-5.528108-3.355295j
+0.714384-0.699754j,+0.092881+0.995677j,+2.886197+5.866156j
-0.088097-0.996112j,+0.108871+0.994056j,+0.606681+4.964111j
-0.664938-0.746899j,-0.837475-0.546476j,-8.694612-6.612504j
-0.610579+0.791955j,-0.319797-0.947486j,-4.390115-5.204022j
+0.547568-0.836761j,-0.855552+0.517717j,-5.201711+1.631455j
-0.160742+0.986997j,+0.345935-0.938259j,+2.285253-4.545079j
+0.995411+0.095691j,-0.932874+0.360204j,-4.476755+3.168706j
-0.989031-0.147707j,-0.971069-0.238799j,-10.735646-2.353514j
+0.990213+0.139565j,+0.280952-0.959722j,+5.218258-7.259078j
+0.951908-0.306383j,+0.561067-0.827771j,+7.344258-7.541314j
+0.198680-0.980064j,+0.313462-0.949601j,+3.103732-10.537000j
+0.854919-0.518762j,+0.200322+0.979730j,+4.167336+6.281555j
-0.121305+0.992615j,-0.042869+0.999081j,-0.706869+10.970491j
-0.992655-0.120978j,-0.966587+0.256339j,-10.710662+1.687774j
-0.992587-0.121540j,+0.836422+0.548086j,+3.713614+4.020072j
-0.938617-0.344962j,+0.616850-0.787081j,+2.118949-7.331534j
-0.899967+0.435957j,-0.529475+0.848326j,-6.935702+8.094476j
-0.801381+0.598155j,+0.713989-0.700157j,+3.307771-3.806790j
-0.680735-0.732530j,-0.999111+0.042158j,-10.035092-1.860329j
-0.994419-0.105507j,+0.999917+0.012887j,+5.016080-0.213429j
+0.251181-0.967940j,-0.581133+0.813809j,-3.895520+3.606649j
+0.953958+0.299940j,-0.585022-0.811017j,-1.818303-5.588319j
+0.810791+0.585335j,+0.904949-0.425519j,+9.671969-1.648148j
+0.937404-0.348245j,-0.452239+0.891897j,-0.805701+6.090440j
+0.996420+0.084545j,-0.914170+0.405331j,-4.324100+3.496285j
+0.174065-0.984734j,+0.420116+0.907470j,+3.883124+4.305560j
+0.474860+0.880061j,-0.601103-0.799171j,-3.384245-3.753188j
+0.364535+0.931190j,+0.957048+0.289931j,+8.749984+5.113017j
+0.998857+0.047798j,+0.926162+0.377125j,+10.405868+3.160399j
+0.133366+0.991067j,+0.742004-0.670395j,+6.336129-2.389963j
+0.289261-0.957250j,-0.469809-0.882768j,-2.890691-9.933894j
-0.503329-0.864095j,-0.949228-0.314589j,-9.103813-5.108993j
+0.267349+0.963600j,+0.969383-0.245552j,+8.557114+0.926381j
+0.946063+0.323984j,+0.836869+0.547404j,+9.533138+5.351180j
+0.058555-0.998284j,+0.832060+0.554686j,+6.832144+1.442632j
+0.912501-0.409074j,-0.602691+0.797975j,-2.084024+5.156574j
+0.369113+0.929385j,-0.364817-0.931079j,-1.811198-4.660480j
+0.342062+0.939677j,-0.975040+0.222031j,-6.774130+4.595283j
-0.021785-0.999763j,-0.516179-0.856481j,-4.194783-9.851136j
-0.488280+0.872687j,+0.650892-0.759170j,+3.742301-3.455298j
+0.949168-0.314771j,+0.855225-0.518257j,+9.689301-5.090371j
+0.016782-0.999859j,+0.412581-0.910921j,+3.350996-10.286943j
-0.393335-0.919395j,+0.970508+0.241068j,+6.584061-0.829644j
+0.433127-0.901333j,+0.755521-0.655124j,+7.343550-7.944992j
+0.999058+0.043402j,-0.973649-0.228052j,-4.792019-1.694210j
-0.791218+0.611535j,+0.537968-0.842965j,+1.930090-4.909119j
+0.840442+0.541901j,+0.962730-0.270466j,+10.223163-0.538022j
-0.514307+0.857606j,+0.999923+0.012404j,+6.456464+2.672054j
-0.870128-0.492826j,-0.739842-0.672780j,-8.529124-6.860719j
-0.715823-0.698282j,+0.937872+0.346982j,+5.355506+0.681009j
-0.774380+0.632721j,+0.930487+0.366325j,+5.120758+4.828762j
-0.737552-0.675290j,+0.812694-0.582690j,+4.288899-6.687394j
-0.724463+0.689314j,+0.881651+0.471903j,+4.879816+5.843166j
+0.720054+0.693918j,-0.962600-0.270926j,-5.540639-0.085655j
+0.658422+0.752649j,+0.820331-0.571890j,+8.537909-2.317170j
-0.553310+0.832975j,-0.986260-0.165198j,-9.550013+1.177342j
+0.500919+0.865494j,-0.881901+0.471434j,-5.552453+6.367957j
+0.410153+0.912017j,+0.460268+0.887780j,+4.912604+9.838290j
-0.865343-0.501180j,-0.842715-0.538360j,-9.337749-5.810420j
+0.887759+0.460309j,+0.237882+0.971294j,+4.566331+9.151280j
-0.380480-0.924789j,-0.836691-0.547676j,-7.834964-7.155775j
+0.974818-0.223001j,+0.627319+0.778763j,+7.943004+5.561099j
+0.000088-1.000000j,+0.446516-0.894775j,+3.572396-10.158203j
+0.962759+0.270360j,+0.887005+0.461760j,+9.984318+4.505160j
+0.842152-0.539239j,+0.161495-0.986874j,+3.818418-9.512707j
-0.082324-0.996606j,+0.986418-0.164257j,+7.644370-4.303870j
-0.536453-0.843930j,+0.507157-0.861854j,+2.447894-9.426621j
+0.035818+0.999358j,+0.746906-0.664930j,+6.082699-2.321366j
-0.777622+0.628732j,-0.448617-0.893724j,-5.921799-5.263598j
-0.940236+0.340522j,-0.690345+0.723480j,-8.343470+6.809409j
-0.886942-0.461881j,-0.778779-0.627299j,-8.891056-6.404032j
+0.230714-0.973022j,+0.416445+0.909161j,+4.023702+4.354222j
+0.877788+0.479050j,-0.891303+0.453409j,-4.497059+5.064417j
+0.888069+0.459711j,+0.494737+0.869043j,+6.622100+8.331475j
+0.933739-0.357955j,-0.989146+0.146937j,-5.111950+0.101635j
-0.373451-0.927650j,+0.885041-0.465513j,+5.959973-6.507055j
-0.486892-0.873462j,-0.887662+0.460495j,-8.561972+1.063575j
+0.816113-0.577893j,+0.685068+0.728479j,+7.928880+4.094156j
-0.993136+0.116966j,+0.163003-0.986626j,-1.675387-7.542106j
-0.808795-0.588090j,+0.435486+0.900196j,+1.057500+5.437294j
+0.656450+0.754370j,+0.995850+0.091009j,+9.936151+2.991179j
-0.903810+0.427933j,-0.820714-0.571339j,-9.277147-3.286910j
+0.942359+0.334604j,-0.170578+0.985344j,+1.462451+8.886564j
+0.894859-0.446349j,-0.848976-0.528432j,-4.107231-5.566500j
+0.338394+0.941005j,-0.971408-0.237417j,-6.756082+0.923679j
+0.588537-0.808470j,+0.016206+0.999869j,+1.895260+5.573538j
-0.952617+0.304174j,-0.908547-0.417782j,-10.126228-2.429735j
+0.297086+0.954851j,-0.904747+0.425949j,-6.346722+6.272143j
+0.539949+0.841698j,+0.540022-0.841651j,+5.940020-4.208114j
-0.128957+0.991650j,-0.978157-0.207870j,-8.212124+1.311992j
+0.944824+0.327577j,-0.988540-0.150962j,-5.073843-0.224966j
+0.467548+0.883968j,-0.841614-0.540080j,-5.330269-1.668734j
+0.988128+0.153633j,-0.542617+0.839980j,-1.376553+7.180742j
+0.428791+0.903404j,+0.130343+0.991469j,+2.329120+10.641962j
+0.022677+0.999743j,-0.055660-0.998450j,-0.377252-4.988370j
-0.744485-0.667639j,-0.905250+0.424880j,-9.475453+1.396120j
+0.302683-0.953091j,-0.879548-0.475810j,-6.128335-6.665754j
+0.864374+0.502849j,+0.586609-0.809870j,+7.285994-4.970417j
+0.230146-0.973156j,-0.694077+0.719901j,-4.862179+2.839737j
-0.654625-0.755954j,-0.805828+0.592150j,-8.410495+2.469339j
+0.506635-0.862161j,-0.586776-0.809749j,-3.174305-9.064476j
-0.818971+0.573834j,-0.301615+0.953430j,-4.869833+9.348942j
-0.864198-0.503151j,+0.321325-0.946969j,-0.021991-9.085205j
-0.982105+0.188336j,-0.058050-0.998314j,-3.410711-7.421503j
-0.980368+0.197174j,+0.451230+0.892407j,+0.668738+7.730783j
+0.871342-0.490676j,-0.954529+0.298118j,-5.022207+0.912913j
-0.228265+0.973599j,-0.529937+0.848037j,-4.924287+9.705096j
+0.681284-0.732019j,-0.991066-0.133369j,-5.884680-3.263011j
+0.665705-0.746215j,+0.320374+0.947291j,+4.560110+5.339682j
-0.345763+0.938322j,+0.010435+0.999946j,-0.953810+10.814530j
+0.990856-0.134923j,+0.725262-0.688472j,+8.774668-5.912548j
-0.751388+0.659861j,-0.978305-0.207171j,-10.080601+0.322213j
+0.789485+0.613769j,-0.893599-0.448866j,-4.780338-1.749617j
-0.933316+0.359056j,-0.988092+0.153866j,-10.704681+2.308099j
-0.563875-0.825860j,-0.795197-0.606351j,-8.053199-7.328392j
+0.508960-0.860790j,+0.111695-0.993743j,+2.420436-10.532312j
+0.029017+0.999579j,+0.797603+0.603183j,+6.467875+7.824199j
+0.333698-0.942680j,+0.607607-0.794238j,+5.861950-9.181942j
+0.898836-0.438285j,-0.169032+0.985611j,+1.344251+6.570028j
+0.999208-0.039788j,+0.697339-0.716742j,+8.576334-5.853298j
+0.908642+0.417576j,+0.086563-0.996246j,+3.418434-6.717243j
+0.999923+0.012393j,+0.371793-0.928316j,+5.974113-7.389347j
-0.840907-0.541179j,-0.313116-0.949715j,-5.027652-9.221257j
-0.651398+0.758736j,+0.999164-0.040873j,+6.039121+1.949222j
+0.596136+0.802884j,+0.107854-0.994167j,+2.651242-5.544683j
+0.728379+0.685175j,-0.295130+0.955457j,-0.175906+9.699180j
+0.201059-0.979579j,-0.453760+0.891124j,-3.026900+4.190256j
-0.764064+0.645140j,-0.134961-0.990851j,-3.371884-5.991386j
-0.985778+0.168054j,+0.832968-0.553321j,+3.706410-3.922407j
-0.992303-0.123835j,+0.983893-0.178758j,+4.894236-1.801568j
-0.293538+0.955947j,+0.070739+0.997495j,-0.314699+10.847801j
+0.006717-0.999977j,+0.333574-0.942724j,+2.688746-10.541723j
-0.971291-0.237893j,+0.367767+0.929918j,+0.028264+6.725665j
-0.985216-0.171315j,-0.958543+0.284948j,-10.623994+1.765636j
-0.027458+0.999623j,-0.955408-0.295290j,-7.725636+0.636551j
+0.992929-0.118711j,+0.918643+0.395089j,+10.327931+2.804575j
+0.996828-0.079584j,+0.298415-0.954436j,+5.377803-7.874242j
+0.506642+0.862157j,-0.985749-0.168226j,-6.366063+1.240666j
-0.618651+0.785666j,+0.643115-0.765769j,+3.288971-3.769156j
-0.020864+0.999782j,-0.375884-0.926667j,-3.069662-4.413988j
+0.993474+0.114062j,-0.122492+0.992469j,+2.000484+8.281942j
+0.653922-0.756562j,+0.012169+0.999926j,+2.059121+5.729723j
+0.055972+0.998432j,+0.762093+0.647468j,+6.264660+8.175038j
+0.996854-0.079257j,-0.999881+0.015453j,-5.008482-0.114144j
+0.795615-0.605803j,-0.026144-0.999658j,+2.177694-9.814675j
+0.184536+0.982826j,+0.725610-0.688106j,+6.358491-2.556371j
+0.677058-0.735930j,+0.592184-0.805803j,+6.768646-8.654211j
+0.387404+0.921910j,+0.419141+0.907921j,+4.515338+10.029100j
+0.265802+0.964028j,+0.448135+0.893966j,+4.382486+10.043811j
-0.138896-0.990307j,+0.337926-0.941173j,+2.286723-10.500301j
-0.542362+0.840145j,-0.987439+0.158002j,-9.526596+3.784452j
-0.841302+0.540565j,+0.235580-0.971855j,-0.639268-6.153144j
-0.974060+0.226288j,-0.973899-0.226983j,-10.713371-1.136999j
+0.934717+0.355393j,+0.873704+0.486458j,+9.793781+4.957847j
+0.536410+0.843957j,+0.035215+0.999380j,+1.890950+10.526911j
-0.497779-0.867304j,-0.919322-0.393506j,-8.847913-5.749959j
-0.920907-0.389783j,+0.857259-0.514885j,+4.095354-5.288429j
+0.102675-0.994715j,-0.353499-0.935435j,-2.519970-10.467624j
+0.999824-0.018737j,+0.641449+0.767166j,+8.131063+6.081115j
-0.183472-0.983025j,+0.999191+0.040208j,+7.443116-2.627415j
-0.897524+0.440965j,-0.680955-0.732325j,-8.140215-4.535703j
-0.862232+0.506513j,-0.240306+0.970697j,-4.509144+9.285117j
-0.645485+0.763773j,-0.998834+0.048277j,-9.927126+2.677533j
-0.382104+0.924119j,-0.345082-0.938573j,-3.906968-4.736222j
-0.564312-0.825562j,-0.976707-0.214578j,-9.506590-4.193308j
+0.916740+0.399485j,+0.190629+0.981662j,+4.275254+9.051751j
-0.414981-0.909830j,+0.951672-0.307117j,+6.368431-5.186423j
+0.158962+0.987285j,-0.766672+0.642039j,-5.656490+8.098167j
+0.465929-0.884822j,+0.450190-0.892933j,+4.999310-9.797927j
-0.966583+0.256354j,+0.625836+0.779955j,+2.106941+7.008697j
-0.917468-0.397809j,+0.429998-0.902830j,+0.687580-8.416066j
-0.995049-0.099385j,+0.308728+0.951150j,-0.515320+7.311046j
+0.577826-0.816160j,+0.283649-0.958928j,+4.002672-10.119904j
-0.450767+0.892642j,+0.563958+0.825804j,+3.159362+9.284354j
+0.019669-0.999807j,-0.585875+0.810401j,-4.627996+3.483789j
-0.920948-0.389686j,+0.676178-0.736738j,+2.646585-7.062962j
+0.937978+0.346695j,+0.591338+0.806424j,+7.544638+7.491476j
+0.564509+0.825427j,+0.104589+0.994516j,+2.530237+10.432405j
+0.982069+0.188521j,+0.150074-0.988675j,+4.146802-7.343836j
+0.994180+0.107728j,+0.802831-0.596207j,+9.405188-4.446470j
-0.942800-0.333359j,-0.047854+0.998854j,-3.211229+6.990757j
-0.739924-0.672690j,+0.336952+0.941522j,+0.475847+5.514103j
+0.637320-0.770599j,-0.635899+0.771772j,-3.175234+3.862379j
-0.798935+0.601417j,+0.740395-0.672172j,+3.526352-3.573127j
-0.997873+0.065188j,+0.832875-0.553462j,+3.669378-4.232129j
+0.299425+0.954120j,-0.375201+0.926943j,-2.103333+10.277907j
+0.884838-0.465899j,+0.553756-0.832679j,+7.084562-8.059128j
-0.957713+0.287724j,+0.819711-0.572778j,+3.684545-3.719050j
+0.999104-0.042329j,-0.783984-0.620781j,-3.274559-5.093236j
-0.666868+0.745176j,-0.240409+0.970672j,-3.923878+10.000901j
-0.141876-0.989884j,-0.970190+0.242346j,-8.187147-1.030884j
+0.999519+0.031016j,-0.645425+0.763824j,-2.164844+6.203635j
+0.883698-0.468058j,-0.500244+0.865884j,-1.350861+5.522901j
-0.417186-0.908821j,+0.653763+0.756700j,+3.978544+3.327133j
+0.175821+0.984422j,+0.211294-0.977423j,+2.217816-4.866114j
+0.380354+0.924841j,-0.509513+0.860463j,-2.935039+9.658229j
+0.959466-0.281825j,-0.335603+0.942003j,+0.193572+6.690553j
+0.997970-0.063685j,+0.724057+0.689740j,+8.786369+5.326862j
-0.819634-0.572887j,-0.936865+0.349693j,-9.953819+1.078879j
+0.970059+0.242871j,-0.972705-0.232044j,-4.871468-1.127735j
+0.937586-0.347753j,+0.805034-0.593229j,+9.253032-5.789086j
+0.738871+0.673847j,-0.702089+0.712089j,-3.400099+7.718257j
-0.267511-0.963555j,+0.704742-0.709463j,+4.835407-8.566372j
-0.555185-0.831727j,+0.963430-0.267959j,+6.041886-4.638852j
+0.484897-0.874571j,+0.038056+0.999276j,+1.759135+5.370491j
+0.811144+0.584847j,-0.999677-0.025396j,-5.563988+1.551369j
-0.947606+0.319443j,+0.522812-0.852448j,+1.339679-5.861256j
-0.946860+0.321647j,-0.936139-0.351631j,-10.329687-1.848107j
-0.837524+0.546400j,-0.969314-0.245827j,-10.267083-0.327415j
+0.908649+0.417560j,+0.649643-0.760240j,+7.923090-4.829236j
-0.877477+0.479618j,-0.330914+0.943661j,-5.279743+8.988141j
+0.672155-0.740411j,+0.589672+0.807643j,+6.733840+4.239910j
+0.683694-0.729769j,+0.817075-0.576532j,+8.587678-6.801563j
-0.301990-0.953311j,-0.237158-0.971471j,-2.803232-10.631703j
-0.875068-0.484000j,-0.546856-0.837227j,-7.000054-8.149812j
-0.857786+0.514007j,-0.443909+0.896072j,-6.124632+8.710594j
-0.987385-0.158339j,+0.977013-0.213181j,+4.853948-2.180462j
+0.978073+0.208264j,-0.410517+0.911853j,-0.349915+7.919616j
-0.181284-0.983431j,+0.962916-0.269803j,+7.159473-5.108715j
-0.169520-0.985527j,+0.038990+0.999240j,-0.196638+5.037336j
+0.924456-0.381288j,+0.937097+0.349069j,+10.270143+1.648692j
-0.863601-0.504175j,-0.370176-0.928962j,-5.552208-8.944221j
-0.826688-0.562660j,-0.452945-0.891538j,-6.103628-8.820286j
+0.889267+0.457388j,+0.602540+0.798089j,+7.488121+7.756873j
-0.477841-0.878446j,+0.885273-0.465071j,+5.648664-6.355908j
+0.998270-0.058789j,+0.311894+0.950117j,+5.489960+7.424569j
+0.692818+0.721112j,+0.102929-0.994689j,+2.901885-5.794174j
+0.931576+0.363548j,-0.957458-0.288573j,-4.864937-1.217938j
+0.280346-0.959899j,+0.627685+0.778468j,+5.862518+3.348043j
+0.746235+0.665683j,-0.882498-0.470316j,-4.821278-1.765484j
+0.381656+0.924304j,-0.899546+0.436825j,-6.051403+6.267515j
+0.425332+0.905037j,+0.995018-0.099699j,+9.236137+1.917518j
-0.023433+0.999725j,-0.413909-0.910318j,-3.381569-4.283370j
-0.696526-0.717531j,+0.659329+0.751855j,+3.185051+3.862244j
-0.992364-0.123344j,+0.333770-0.942654j,-0.306928-7.911267j
-0.808289-0.588786j,-0.828754+0.559614j,-9.054896+2.710553j
+0.936081-0.351786j,-0.983306+0.181961j,-5.058204+0.400330j
-0.963548+0.267534j,+0.192853+0.981228j,-1.347824+8.652424j
+0.829389-0.558672j,-0.089680-0.995971j,+1.770725-9.643780j
+0.998860-0.047741j,-0.988517-0.151111j,-4.911555-1.352111j
-0.378857-0.925455j,-0.867248-0.497877j,-8.074554-6.759378j
-0.620401-0.784285j,+0.339900-0.940462j,+0.857999-9.876547j
+0.933275-0.359161j,-0.986438+0.164133j,-5.091679+0.235581j
-0.950516-0.310675j,-0.596099-0.802911j,-7.620343-7.355310j
-0.590929-0.806723j,-0.278840-0.960338j,-4.003508-10.102870j
+0.573889+0.818933j,+0.810886+0.585204j,+8.208753+7.138434j
+0.106077-0.994358j,-0.936126-0.351664j,-7.170777-5.796390j
+0.999990+0.004432j,+0.965563-0.260169j,+10.724475-2.068057j
+0.683429-0.730017j,-0.127939+0.991782j,+1.026778+5.744207j
-0.994972-0.100158j,+0.875036-0.484058j,+4.015374-4.172935j
+0.549971+0.835183j,+0.669176-0.743104j,+7.003319-3.439284j
-0.897157+0.441712j,-0.579732-0.814807j,-7.329327-5.193320j
-0.955302+0.295631j,+0.641090-0.767466j,+2.262815-5.252831j
+0.825907-0.563806j,+0.333520+0.942743j,+5.145882+5.850527j
+0.875920+0.482457j,+0.979331-0.202266j,+10.462404-0.170757j
-0.619251-0.785193j,+0.868382+0.495896j,+5.089306+1.611584j
-0.428215-0.903677j,-0.435797+0.900045j,-4.771025+4.489328j
-0.047114-0.998890j,+0.497030-0.867733j,+3.834899-9.938535j
+0.982580+0.185840j,+0.516569+0.856246j,+7.080289+7.407487j
-0.038173-0.999271j,+0.515140-0.857106j,+4.006597-9.854664j
-0.901807+0.432140j,+0.936410-0.350908j,+4.785858-1.510849j
+0.668338+0.743858j,+0.671924-0.740620j,+7.380407-3.693385j
-0.903516+0.428555j,+0.941572-0.336811j,+4.822032-1.408820j
+0.400855+0.916141j,+0.999634-0.027068j,+9.199634+2.531879j
-0.972512+0.232853j,+0.640656-0.767828j,+2.207715-5.444063j
+0.255975+0.966683j,+0.991516+0.129988j,+8.700049+3.939956j
-0.998533+0.054139j,+0.521597+0.853192j,+1.177180+6.987951j
-0.833413-0.552650j,-0.960021-0.279929j,-10.180405-3.897386j
-0.809967+0.586475j,-0.882072+0.471115j,-9.486475+5.528347j
+0.757025+0.653386j,-0.643661-0.765311j,-2.878211-4.162329j
+0.305584-0.952165j,+0.848068+0.529888j,+7.701293+1.382610j
+0.340602-0.940207j,+0.809461-0.587174j,+7.497492-7.518016j
-0.705568-0.708642j,-0.530703-0.847558j,-6.362325-8.906391j
-0.993037+0.117806j,-0.990209+0.139590j,-10.900785+1.470139j
-0.776641-0.629944j,-0.448014+0.894027j,-5.914030+5.262382j
+0.997847+0.065587j,+0.449096-0.893484j,+6.586305-6.951108j
-0.765265+0.643716j,+0.896795+0.442446j,+4.878568+5.470712j
+0.771806+0.635858j,-0.969666-0.244433j,-5.441911-0.047893j
+0.491579-0.870833j,+0.353257+0.935527j,+4.300788+4.871712j
-0.643707-0.765272j,-0.662552+0.749016j,-7.231535+3.696312j
-0.781520-0.623881j,+0.042064-0.999115j,-2.008046-9.864561j
+0.624693-0.780871j,+0.996786-0.080105j,+9.848370-2.983449j
+0.174996-0.984569j,-0.431776+0.901981j,-2.929219+4.262140j
-0.837620-0.546254j,+0.601200+0.799098j,+2.296745+4.754024j
+0.239009-0.971017j,+0.609002-0.793169j,+5.589041-9.258403j
-0.225375+0.974272j,-0.999730+0.023245j,-8.673963+3.108774j
-0.475209-0.879873j,+0.089575+0.995980j,-0.709026+5.328222j
+0.684448+0.729061j,+0.083949-0.996470j,+2.724938-5.784576j
+0.645025+0.764161j,-0.586380-0.810036j,-2.755964-4.187805j
+0.682659+0.730737j,+0.802827-0.596211j,+8.470596-2.577479j
+0.985506-0.169639j,+0.210187+0.977661j,+4.638018+7.312371j
+0.812750-0.582612j,-0.503542-0.863971j,-1.590082-8.659604j
-0.885718+0.464225j,+0.633410-0.773816j,+2.410131-4.797855j
-0.969756+0.244078j,-0.905726-0.423864j,-10.155074-2.658678j
-0.294292+0.955716j,-0.854969-0.518679j,-7.722630-1.282282j
-0.421761+0.906707j,+0.999033+0.043968j,+6.726981+3.071865j
-0.247489-0.968891j,-0.432628-0.901572j,-4.203493-10.119252j
-0.953592+0.301100j,-0.907464+0.420129j,-10.120492+4.264334j
-0.300422+0.953806j,+0.570747-0.821126j,+3.664708-3.707590j
+0.884340-0.466843j,+0.984326+0.176357j,+10.527631+0.010325j
-0.385818+0.922575j,+0.997524+0.070322j,+6.822740+3.330301j
-0.036319+0.999340j,+0.629152+0.777282j,+4.924257+9.216281j
-0.955145+0.296139j,+0.873808-0.486272j,+4.125027-3.001756j
-0.072879+0.997341j,+0.531308+0.847178j,+4.031829+9.769450j
-0.967119-0.254325j,-0.197895+0.980223j,-4.484519+7.078810j
+0.974968-0.222347j,+0.804528+0.593915j,+9.361127+4.084278j
-0.782771+0.622310j,+0.961508-0.274775j,+5.343756-0.331272j
+0.088640+0.996064j,-0.190331+0.981720j,-1.256727+10.841951j
-0.966981+0.254849j,+0.223419+0.974723j,-1.113591+8.562326j
+0.230165+0.973152j,+0.571323-0.820725j,+5.261078-3.646348j
+0.828325+0.560248j,+0.939968-0.341264j,+10.004717-1.049365j
-0.479505-0.877539j,+0.266820-0.963746j,+0.696048-10.342587j
+0.332141-0.943230j,-0.104857-0.994487j,+0.157565-10.785587j
-0.521708-0.853124j,+0.764211+0.644966j,+4.548563+2.600358j
+0.676918+0.736059j,-0.525774+0.850624j,-2.175438+9.013171j
-0.947873-0.318649j,-0.645407-0.763839j,-8.006871-7.066660j
+0.136922-0.990582j,-0.894992-0.446083j,-6.749168-6.540407j
-0.352604+0.935773j,+0.481155-0.876636j,+2.791425-4.205768j
+0.992362+0.123359j,+0.527890-0.849312j,+7.200210-6.424424j
+0.546097-0.837722j,-0.040022+0.999199j,+1.318120+5.480425j
-0.751977+0.659190j,+0.779303+0.626647j,+3.978495+6.990747j
