V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,R2
2.17393+j2.75321,4.43142+j2.33405,5.62092+j0.473308,5.33571-j1.31699,4.44116-j2.32734,3.54969-j2.73746,2.83089-j2.83039,2.28322-j2.77699,1.8692-j2.66218,1.55337-j2.52592,2725.2
2.2593+j2.71456,4.44473+j2.18704,5.49679+j0.363785,5.18788-j1.31432,4.34031-j2.26361,3.49606-j2.66061,2.80811-j2.76002,2.2781-j2.71797,1.87362-j2.61411,1.56268-j2.48705,2858.4
2.69758+j2.41661,4.3876+j1.44346,4.8608-j0.0905491,4.4995-j1.27797,3.85964-j1.96738,3.22287-j2.29875,2.67808-j2.41868,2.23553-j2.42335,1.88161-j2.3683,1.59874-j2.28426,3903.6
2.66068+j2.44961,4.40055+j1.506,4.91528-j0.0577051,4.55493-j1.28236,3.89906-j1.99121,3.24638-j2.32811,2.69014-j2.44699,2.24025-j2.44832,1.88187-j2.38951,1.59641-j2.30204,3777.6
2.37389+j2.65395,4.44987+j1.99127,5.33108+j0.229265,4.99853-j1.30826,4.20996-j2.18206,3.42484-j2.5617,2.77641-j2.66837,2.26963-j2.64021,1.87804-j2.55019,1.57394-j2.43496,3062.4
2.75451+j2.36197,4.36444+j1.34655,4.77579-j0.139778,4.41408-j1.2707,3.79862-j1.93066,3.18611-j2.25343,2.65891-j2.37476,2.22774-j2.38443,1.88082-j2.33509,1.6021-j2.25635,4122
2.02915+j2.80719,4.38939+j2.58581,5.83332+j0.680503,5.60306-j1.31719,4.62158-j2.44276,3.64251-j2.87563,2.86804-j2.95503,2.28948-j2.88016,1.85933-j2.74528,1.53552-j2.59255,2527.2
2.41488+j2.62964,4.44825+j1.92163,5.27195+j0.18424,4.9329-j1.30546,4.16447-j2.15381,3.39949-j2.52731,2.76474-j2.63621,2.26616-j2.6127,1.87922-j2.5274,1.57764-j2.41629,3144
2.34075+j2.67256,4.44985+j2.04771,5.37893+j0.266808,5.05235-j1.31029,4.24715-j2.20523,3.44537-j2.58986,2.78572-j2.69459,2.27227-j2.66256,1.87694-j2.56863,1.57083-j2.45003,3000
2.15757+j2.76002,4.42791+j2.36235,5.6448+j0.495305,5.36481-j1.31729,4.46091-j2.33989,3.56004-j2.75255,2.83519-j2.84412,2.28409-j2.78845,1.86823-j2.67146,1.55149-j2.5334,2701.2
2.62873+j2.47676,4.41051+j1.56004,4.96215-j0.0286268,4.60304-j1.28597,3.93318-j2.01191,3.26656-j2.35356,2.70037-j2.47145,2.24415-j2.46981,1.88196-j2.40772,1.59429-j2.31724,3676.8
2.85341+j2.25453,4.3142+j1.17598,4.62412-j0.221783,4.26456-j1.2565,3.69103-j1.86637,3.12013-j2.17391,2.62355-j2.29707,2.21258-j2.31501,1.87828-j2.2754,1.60719-j2.20587,4596
2.84112+j2.26887,4.3212+j1.1974,4.64333-j0.211801,4.2833-j1.25838,3.70457-j1.87443,3.12852-j2.18389,2.62811-j2.30686,2.21459-j2.32381,1.87868-j2.28299,1.60661-j2.21231,4528.8
2.81664+j2.29652,4.33445+j1.23983,4.68123-j0.191762,4.32044-j1.26203,3.73137-j1.89041,3.14504-j2.20366,2.63703-j2.32623,2.21848-j2.34116,1.87941-j2.29794,1.60541-j2.22499,4402.8
2.32491+j2.68114,4.44942+j2.07474,5.40181+j0.285136,5.07833-j1.31118,4.26506-j2.21642,3.4552-j2.60344,2.79013-j2.7072,2.27348-j2.67328,1.87636-j2.57745,1.56931-j2.45722,2971.2
2.31887+j2.68435,4.44919+j2.08504,5.41054+j0.292183,5.08828-j1.31151,4.27191-j2.2207,3.45895-j2.60864,2.79179-j2.71202,2.27393-j2.67737,1.87613-j2.58081,1.56871-j2.45997,2960.4
2.44231+j2.61255,4.44616+j1.87512,5.23239+j0.154943,4.88951-j1.30342,4.13429-j2.13513,3.38253-j2.50454,2.75683-j2.61483,2.26371-j2.59434,1.87989-j2.51216,1.58001-j2.40376,3201.6
2.21273+j2.7363,4.43849+j2.26711,5.56442+j0.422473,5.26773-j1.31599,4.39488-j2.29803,3.52524-j2.70216,2.82062-j2.79816,2.28103-j2.75003,1.87133-j2.64026,1.55771-j2.50823,2784
2.35943+j2.66218,4.45001+j2.01588,5.35195+j0.245517,5.02193-j1.30917,4.22614-j2.19213,3.4338-j2.57395,2.78048-j2.67978,2.2708-j2.64995,1.87758-j2.55823,1.57259-j2.44154,3034.8
2.7412+j2.37518,4.37021+j1.36927,4.79579-j0.128414,4.43406-j1.27246,3.81293-j1.93925,3.19478-j2.26404,2.66346-j2.38506,2.22962-j2.39358,1.88104-j2.34291,1.60134-j2.26294,4068
2.86272+j2.24347,4.30877+j1.15971,4.6095-j0.22931,4.25031-j1.25505,3.68073-j1.86025,3.11373-j2.16632,2.62006-j2.28962,2.21103-j2.30832,1.87796-j2.26961,1.60762-j2.20096,4648.8
2.72364+j2.39219,4.3775+j1.39918,4.82205-j0.113287,4.46042-j1.27472,3.83176-j1.95058,3.20614-j2.27802,2.6694-j2.39862,2.23204-j2.40561,1.8813-j2.35318,1.60032-j2.27157,3999.6
2.15757+j2.76002,4.42791+j2.36235,5.6448+j0.495305,5.36481-j1.31729,4.46091-j2.33989,3.56004-j2.75255,2.83519-j2.84412,2.28409-j2.78845,1.86823-j2.67146,1.55149-j2.5334,2701.2
2.59779+j2.50188,4.41904+j1.61232,5.00731+j0.000141214,4.64983-j1.28929,3.96625-j2.03202,3.28598-j2.37829,2.7101-j2.49513,2.24776-j2.49054,1.88192-j2.42523,1.59214-j2.33183,3585.6
2.83386+j2.27719,4.32521+j1.21001,4.65462-j0.205883,4.29433-j1.25948,3.71254-j1.87918,3.13344-j2.18976,2.63077-j2.31262,2.21576-j2.32897,1.87891-j2.28745,1.60626-j2.2161,4490.4
2.70788+j2.40707,4.3837+j1.42597,4.84551-j0.099579,4.48405-j1.2767,3.84863-j1.96074,3.21627-j2.29056,2.67467-j2.41076,2.23416-j2.41635,1.88149-j2.36233,1.59937-j2.27927,3940.8
2.73051+j2.38559,4.37468+j1.38748,4.81179-j0.119226,4.4501-j1.27384,3.82439-j1.94615,3.2017-j2.27255,2.66708-j2.39332,2.2311-j2.40091,1.8812-j2.34917,1.60072-j2.26821,4026
2.23259+j2.72723,4.44144+j2.23292,5.53554+j0.397138,5.23345-j1.31534,4.37148-j2.28325,3.51277-j2.68433,2.81531-j2.78182,2.27982-j2.73632,1.87234-j2.62909,1.55986-j2.49919,2815.2
2.01675+j2.81118,4.38461+j2.60752,5.85164+j0.699663,5.62709-j1.31692,4.63768-j2.45315,3.65059-j2.88799,2.87114-j2.96608,2.28987-j2.88921,1.85833-j2.75251,1.53388-j2.5983,2511.6
2.62873+j2.47676,4.41051+j1.56004,4.96215-j0.0286268,4.60304-j1.28597,3.93318-j2.01191,3.26656-j2.35356,2.70037-j2.47145,2.24415-j2.46981,1.88196-j2.40772,1.59429-j2.31724,3676.8
2.716+j2.39945,4.38054+j1.41217,4.83343-j0.106657,4.47187-j1.27569,3.83994-j1.95551,3.21106-j2.2841,2.67197-j2.40451,2.23307-j2.41082,1.8814-j2.35763,1.59986-j2.27531,3970.8
2.79896+j2.31582,4.34351+j1.27033,4.70837-j0.177138,4.34717-j1.26458,3.7506-j1.90189,3.15684-j2.21788,2.64337-j2.34012,2.2212-j2.35357,1.87987-j2.30862,1.60451-j2.23402,4317.6
2.6404+j2.46699,4.40701+j1.54031,4.94505-j0.0393215,4.58545-j1.28467,3.92071-j2.00434,3.25921-j2.34426,2.69665-j2.46252,2.24274-j2.46197,1.88194-j2.40108,1.59508-j2.3117,3712.8
2.47706+j2.58991,4.44236+j1.81628,5.18223+j0.118732,4.83509-j1.30063,4.09634-j2.11171,3.36103-j2.47593,2.74667-j2.58789,2.26046-j2.57113,1.88061-j2.49283,1.58292-j2.38783,3278.4
2.49061+j2.58076,4.44053+j1.79336,5.16266+j0.104876,4.81401-j1.29948,4.08161-j2.10265,3.35265-j2.46485,2.74266-j2.57742,2.25914-j2.56208,1.88085-j2.48528,1.58403-j2.38161,3309.6
2.22957+j2.72863,4.44103+j2.23812,5.53994+j0.400966,5.23865-j1.31544,4.37503-j2.2855,3.51466-j2.68703,2.81612-j2.7843,2.28-j2.7384,1.87219-j2.63079,1.55954-j2.50056,2810.4
1.9585+j2.8286,4.3595+j2.70971,5.93787+j0.79294,5.74267-j1.31494,4.71483-j2.50313,3.68892-j2.94734,2.88548-j3.0188,2.29135-j2.93225,1.85333-j2.7868,1.52581-j2.62555,2440.8
2.8623+j2.24397,4.30902+j1.16044,4.61016-j0.228974,4.25095-j1.25511,3.68119-j1.86053,3.11402-j2.16666,2.62022-j2.28995,2.21109-j2.30861,1.87797-j2.26987,1.6076-j2.20118,4646.4
2.51136+j2.56643,4.43734+j1.7583,5.13269+j0.0839517,4.78192-j1.29767,4.05915-j2.08884,3.33979-j2.44796,2.73649-j2.56143,2.25707-j2.54825,1.88117-j2.47371,1.58568-j2.37205,3358.8
2.74687+j2.36958,4.36778+j1.35958,4.78727-j0.133273,4.42554-j1.27172,3.80683-j1.93559,3.19108-j2.25952,2.66152-j2.38068,2.22882-j2.38969,1.88095-j2.33958,1.60167-j2.26014,4090.8
2.39531+j2.64143,4.44925+j1.95486,5.30018+j0.205547,4.96411-j1.30684,4.18612-j2.16724,3.4116-j2.54368,2.77034-j2.65153,2.26785-j2.62583,1.87868-j2.53828,1.57589-j2.42521,3104.4
2.1239+j2.77346,4.41972+j2.42072,5.69404+j0.541662,5.42553-j1.31772,4.50204-j2.36609,3.58147-j2.784,2.84395-j2.87264,2.28574-j2.81216,1.86614-j2.69064,1.5475-j2.54882,2653.2
2.35879+j2.66254,4.45001+j2.01697,5.35287+j0.246236,5.02295-j1.30921,4.22686-j2.19257,3.43419-j2.57449,2.78067-j2.68029,2.27085-j2.65038,1.87755-j2.55858,1.57253-j2.44182,3033.6
2.53659+j2.5484,4.43284+j1.71567,5.09618+j0.0589313,4.7431-j1.29536,4.03192-j2.07214,3.32414-j2.42751,2.7289-j2.54203,2.25447-j2.53142,1.88148-j2.45961,1.58764-j2.36038,3421.2
2.84357+j2.26603,4.31982+j1.19313,4.63951-j0.213799,4.27956-j1.25801,3.70187-j1.87282,3.12684-j2.1819,2.6272-j2.30491,2.21419-j2.32205,1.87861-j2.28148,1.60672-j2.21103,4542
2.4019+j2.6375,4.44895+j1.94366,5.29067+j0.198334,4.95358-j1.30638,4.17882-j2.16271,3.40752-j2.53815,2.76846-j2.64636,2.26729-j2.6214,1.87887-j2.53462,1.57648-j2.42221,3117.6
2.7574+j2.35907,4.36316+j1.34161,4.77144-j0.142237,4.40974-j1.27032,3.79551-j1.92879,3.18422-j2.25112,2.65791-j2.37252,2.22733-j2.38244,1.88077-j2.33338,1.60226-j2.25491,4134
2.25564+j2.71632,4.44433+j2.19331,5.50209+j0.368303,5.19408-j1.31447,4.34456-j2.26629,3.49834-j2.66384,2.8091-j2.76299,2.27834-j2.72047,1.87345-j2.61615,1.56229-j2.48871,2852.4
2.83086+j2.28059,4.32685+j1.21521,4.65926-j0.203432,4.29888-j1.25993,3.71582-j1.88113,3.13546-j2.19219,2.63187-j2.31499,2.21624-j2.3311,1.879-j2.28928,1.60611-j2.21765,4474.8
2.35176+j2.66648,4.44999+j2.02894,5.36302+j0.254216,5.03438-j1.30964,4.23475-j2.1975,3.43855-j2.58047,2.78263-j2.68585,2.27141-j2.65513,1.87732-j2.5625,1.57187-j2.44502,3020.4
2.82689+j2.28507,4.329+j1.22208,4.66541-j0.200187,4.3049-j1.26052,3.72016-j1.88372,3.13813-j2.19538,2.63332-j2.31813,2.21687-j2.33391,1.87912-j2.2917,1.60592-j2.2197,4454.4
2.68286+j2.42999,4.39296+j1.46843,4.88258-j0.0775351,4.5216-j1.27976,3.87538-j1.97689,3.23228-j2.31046,2.68293-j2.42999,2.23744-j2.43333,1.88173-j2.37679,1.59782-j2.29138,3852
2.81809+j2.29491,4.33369+j1.23732,4.679-j0.192957,4.31825-j1.26182,3.72978-j1.88946,3.14406-j2.20249,2.63651-j2.32508,2.21826-j2.34013,1.87937-j2.29707,1.60548-j2.22424,4410
2.64499+j2.4631,4.40559+j1.53255,4.93833-j0.043501,4.57854-j1.28416,3.91581-j2.00137,3.25631-j2.3406,2.69519-j2.45901,2.24219-j2.45889,1.88194-j2.39847,1.59538-j2.30952,3727.2
2.39711+j2.64036,4.44917+j1.95179,5.29758+j0.203569,4.96123-j1.30672,4.18412-j2.166,3.41048-j2.54216,2.76982-j2.65011,2.2677-j2.62461,1.87873-j2.53728,1.57605-j2.42439,3108
2.46373+j2.59873,4.44397+j1.83885,5.20148+j0.13251,4.85591-j1.30173,4.11087-j2.12067,3.36929-j2.48688,2.75058-j2.59821,2.26173-j2.58003,1.88035-j2.50025,1.58182-j2.39395,3248.4
2.4988+j2.57516,4.43933+j1.77952,5.15084+j0.0965794,4.80133-j1.29878,4.07274-j2.09719,3.34758-j2.45817,2.74023-j2.57111,2.25833-j2.55662,1.88098-j2.48071,1.58468-j2.37783,3328.8
2.14342+j2.76576,4.42464+j2.38687,5.66549+j0.514611,5.39019-j1.31751,4.47812-j2.35085,3.56903-j2.7657,2.83888-j2.85606,2.2848-j2.79839,1.86738-j2.67951,1.54983-j2.53987,2680.8
2.64575+j2.46245,4.40535+j1.53126,4.93721-j0.0441922,4.57739-j1.28407,3.915-j2.00088,3.25583-j2.34,2.69495-j2.45843,2.24209-j2.45837,1.88193-j2.39804,1.59543-j2.30916,3729.6
2.64499+j2.4631,4.40559+j1.53255,4.93833-j0.043501,4.57854-j1.28416,3.91581-j2.00137,3.25631-j2.3406,2.69519-j2.45901,2.24219-j2.45889,1.88194-j2.39847,1.59538-j2.30952,3727.2
2.60737+j2.49423,4.41651+j1.59614,4.99335-j0.00882965,4.63532-j1.28828,3.956-j2.02579,3.27998-j2.37063,2.7071-j2.4878,2.24666-j2.48413,1.88194-j2.41982,1.59282-j2.32733,3613.2
2.17798+j2.7515,4.43223+j2.32707,5.61503+j0.467926,5.32856-j1.3169,4.43629-j2.32426,3.54713-j2.73375,2.82983-j2.82701,2.283-j2.77417,1.86943-j2.65989,1.55381-j2.52409,2731.2
2.67476+j2.43722,4.3958+j1.48215,4.89453-j0.0703305,4.53376-j1.28072,3.88402-j1.98212,3.23743-j2.3169,2.68557-j2.4362,2.23847-j2.43881,1.88179-j2.38144,1.59732-j2.29528,3824.4
2.66251+j2.44801,4.39995+j1.5029,4.91258-j0.0593533,4.55217-j1.28215,3.8971-j1.99003,3.24522-j2.32665,2.68955-j2.44558,2.24002-j2.44708,1.88186-j2.38846,1.59653-j2.30115,3783.6
2.39289+j2.64286,4.44934+j1.95896,5.30367+j0.208198,4.96798-j1.307,4.18881-j2.16891,3.41308-j2.5457,2.77102-j2.65342,2.26806-j2.62745,1.87862-j2.53963,1.57567-j2.42631,3099.6
2.55568+j2.53433,4.42897+j1.68342,5.06851+j0.0403104,4.71387-j1.29353,4.01139-j2.05957,3.31227-j2.4121,2.7231-j2.52738,2.25244-j2.51868,1.88167-j2.44891,1.58908-j2.35152,3470.4
2.65774+j2.45217,4.40152+j1.51099,4.91961-j0.0550493,4.55936-j1.28271,3.9022-j1.99312,3.24824-j2.33045,2.69109-j2.44925,2.24061-j2.4503,1.88189-j2.39119,1.59622-j2.30345,3768
2.57498+j2.51971,4.42467+j1.65084,5.0405+j0.0217512,4.68445-j1.29163,3.99068-j2.04692,3.30024-j2.39658,2.71717-j2.51259,2.25033-j2.5058,1.88182-j2.43808,1.59051-j2.34252,3522
2.01387+j2.81209,4.38347+j2.61257,5.8559+j0.704151,5.63271-j1.31685,4.64144-j2.45558,3.65248-j2.89088,2.87185-j2.96866,2.28996-j2.89132,1.85809-j2.7542,1.53349-j2.59965,2508
2.64991+j2.45891,4.40404+j1.52424,4.93112-j0.0479671,4.57114-j1.2836,3.91057-j1.99819,3.2532-j2.33669,2.69361-j2.45524,2.24158-j2.45558,1.88192-j2.39567,1.5957-j2.30717,3742.8
2.23334+j2.72687,4.44155+j2.23162,5.53445+j0.396185,5.23216-j1.31531,4.37059-j2.28269,3.5123-j2.68366,2.81511-j2.7812,2.27977-j2.7358,1.87238-j2.62866,1.55993-j2.49885,2816.4
2.68874+j2.42468,4.39086+j1.45846,4.87389-j0.08275,4.51277-j1.27905,3.86909-j1.97309,3.22853-j2.30578,2.68099-j2.42547,2.23668-j2.42935,1.88168-j2.3734,1.5982-j2.28855,3872.4
2.25564+j2.71632,4.44433+j2.19331,5.50209+j0.368303,5.19408-j1.31447,4.34456-j2.26629,3.49834-j2.66384,2.8091-j2.76299,2.27834-j2.72047,1.87345-j2.61615,1.56229-j2.48871,2852.4
2.01194+j2.81269,4.3827+j2.61594,5.85875+j0.707157,5.63647-j1.3168,4.64395-j2.4572,3.65374-j2.89282,2.87233-j2.97038,2.29001-j2.89273,1.85794-j2.75533,1.53321-j2.60056,2505.6
2.82854+j2.28322,4.32812+j1.21924,4.66287-j0.201529,4.30242-j1.26027,3.71837-j1.88265,3.13703-j2.19406,2.63272-j2.31684,2.21661-j2.33275,1.87907-j2.2907,1.606-j2.21886,4462.8
2.66616+j2.44483,4.39874+j1.49674,4.90723-j0.0626236,4.5467-j1.28173,3.89322-j1.98768,3.24291-j2.32375,2.68837-j2.4428,2.23956-j2.44462,1.88184-j2.38638,1.59676-j2.29942,3795.6
2.71212+j2.4031,4.38206+j1.41876,4.83921-j0.103282,4.47769-j1.27617,3.84408-j1.95801,3.21355-j2.28719,2.67325-j2.40749,2.2336-j2.41346,1.88145-j2.35988,1.59963-j2.2772,3956.4
2.50285+j2.57236,4.4387+j1.77268,5.14499+j0.0924942,4.79506-j1.29842,4.06835-j2.09449,3.34507-j2.45488,2.73902-j2.56798,2.25792-j2.55392,1.88104-j2.47846,1.58501-j2.37597,3338.4
2.51086+j2.56678,4.43742+j1.75914,5.13342+j0.0844487,4.78269-j1.29771,4.05969-j2.08917,3.34011-j2.44836,2.73663-j2.56182,2.25712-j2.54858,1.88115-j2.47399,1.58564-j2.37228,3357.6
2.83317+j2.27797,4.3256+j1.2112,4.65568-j0.20532,4.29538-j1.25958,3.7133-j1.87963,3.1339-j2.19032,2.63103-j2.31317,2.21587-j2.32945,1.87893-j2.28787,1.60623-j2.21646,4486.8
2.72521+j2.39069,4.37686+j1.39651,4.81971-j0.114648,4.45806-j1.27452,3.83008-j1.94957,3.20512-j2.27677,2.66887-j2.39741,2.23182-j2.40453,1.88128-j2.35226,1.60041-j2.2708,4005.6
2.77593+j2.34013,4.35467+j1.30988,4.74342-j0.157899,4.38187-j1.2678,3.77553-j1.91681,3.17207-j2.23632,2.65149-j2.35811,2.22464-j2.36962,1.8804-j2.32239,1.60328-j2.24565,4213.2
1.96255+j2.82746,4.36139+j2.70259,5.93186+j0.786269,5.73448-j1.31512,4.70938-j2.49958,3.68623-j2.94314,2.88449-j3.01508,2.29126-j2.92922,1.85369-j2.7844,1.52639-j2.62364,2445.6
2.88687+j2.21396,4.29404+j1.11732,4.57124-j0.248686,4.2132-j1.25118,3.65385-j1.8443,3.09698-j2.14655,2.61086-j2.27015,2.2069-j2.29079,1.87705-j2.25444,1.60869-j2.18805,4794
2.73574+j2.38052,4.37252+j1.37857,4.80397-j0.123729,4.44226-j1.27317,3.81878-j1.94277,3.19831-j2.26839,2.66532-j2.38929,2.23038-j2.39733,1.88113-j2.34611,1.60102-j2.26563,4046.4
2.75305+j2.36343,4.36508+j1.34904,4.77798-j0.13854,4.41627-j1.2709,3.80019-j1.9316,3.18706-j2.25459,2.65941-j2.37589,2.22794-j2.38543,1.88084-j2.33594,1.60201-j2.25707,4116
2.77263+j2.34354,4.35622+j1.31553,4.74842-j0.155123,4.38683-j1.26826,3.77909-j1.91894,3.17424-j2.23895,2.65263-j2.36067,2.22513-j2.37191,1.88047-j2.32436,1.6031-j2.2473,4198.8
2.67084+j2.4407,4.39716+j1.4888,4.90032-j0.0668225,4.53966-j1.28118,3.88822-j1.98465,3.23993-j2.32002,2.68685-j2.43921,2.23897-j2.44146,1.88182-j2.38369,1.59706-j2.29716,3811.2
2.54413+j2.5429,4.43136+j1.70294,5.08527+j0.0515532,4.73156-j1.29464,4.02382-j2.06717,3.31946-j2.42142,2.72661-j2.53625,2.25368-j2.5264,1.88156-j2.4554,1.58821-j2.35688,3440.4
1.93696+j2.83451,4.34912+j2.74758,5.96983+j0.828858,5.78658-j1.3139,4.74404-j2.52213,3.70323-j2.96984,2.8907-j3.03867,2.29175-j2.94838,1.85133-j2.7996,1.5227-j2.6357,2415.6
2.64232+j2.46537,4.40642+j1.53707,4.94224-j0.0410697,4.58256-j1.28446,3.91867-j2.0031,3.25799-j2.34273,2.69604-j2.46105,2.24251-j2.46068,1.88194-j2.39999,1.5952-j2.31079,3718.8
2.09602+j2.784,4.41193+j2.46917,5.73492+j0.581187,5.47671-j1.31783,4.53661-j2.38818,3.5993-j2.81046,2.85112-j2.89655,2.28698-j2.83197,1.86427-j2.70661,1.54409-j2.56164,2614.8
2.80302+j2.31143,4.34146+j1.26332,4.70215-j0.180515,4.34103-j1.264,3.74619-j1.89926,3.15414-j2.21461,2.64192-j2.33693,2.22058-j2.35072,1.87977-j2.30618,1.60471-j2.23195,4336.8
2.7415+j2.37488,4.37008+j1.36875,4.79533-j0.128672,4.43361-j1.27242,3.8126-j1.93906,3.19458-j2.2638,2.66336-j2.38483,2.22957-j2.39338,1.88104-j2.34274,1.60136-j2.2628,4069.2
2.85212+j2.25606,4.31496+j1.17824,4.62616-j0.220736,4.26653-j1.2567,3.69245-j1.86722,3.12101-j2.17495,2.62403-j2.2981,2.21279-j2.31594,1.87833-j2.2762,1.60713-j2.20656,4588.8
2.29978+j2.69434,4.44819+j2.11769,5.43816+j0.314732,5.11992-j1.31249,4.29368-j2.23433,3.47083-j2.62517,2.79706-j2.72732,2.27532-j2.69034,1.87538-j2.59147,1.56682-j2.46864,2926.8
2.75769+j2.35878,4.36302+j1.34111,4.771-j0.142482,4.4093-j1.27028,3.7952-j1.92861,3.18404-j2.25089,2.65781-j2.3723,2.22729-j2.38224,1.88076-j2.33321,1.60227-j2.25477,4135.2
1.98951+j2.81959,4.37341+j2.65525,5.89192+j0.742588,5.68056-j1.31614,4.67343-j2.47627,3.66844-j2.91548,2.87788-j2.99055,2.29063-j2.90923,1.85606-j2.76849,1.53017-j2.61101,2478
2.38069+j2.65001,4.44972+j1.97969,5.32126+j0.221682,4.98756-j1.30782,4.20237-j2.17734,3.42063-j2.55596,2.77449-j2.66301,2.26907-j2.63564,1.87825-j2.54641,1.57456-j2.43186,3075.6
2.62794+j2.47741,4.41074+j1.56137,4.9633-j0.0279011,4.60423-j1.28605,3.93402-j2.01242,3.26705-j2.35419,2.70062-j2.47205,2.24424-j2.47034,1.88196-j2.40816,1.59424-j2.31761,3674.4
2.70227+j2.41229,4.38585+j1.43551,4.85385-j0.0946625,4.49248-j1.2774,3.85464-j1.96437,3.21988-j2.29502,2.67654-j2.41508,2.23491-j2.42017,1.88156-j2.36559,1.59903-j2.282,3920.4
2.23636+j2.72548,4.44196+j2.22645,5.53008+j0.392388,5.22699-j1.31521,4.36706-j2.28047,3.51041-j2.68097,2.8143-j2.77873,2.27958-j2.73372,1.87253-j2.62697,1.56025-j2.49748,2821.2
2.23108+j2.72792,4.44123+j2.23551,5.53774+j0.399049,5.23604-j1.31539,4.37325-j2.28437,3.51371-j2.68568,2.81571-j2.78306,2.27991-j2.73736,1.87227-j2.62994,1.5597-j2.49987,2812.8
2.27016+j2.70925,4.44583+j2.1684,5.48104+j0.350446,5.16952-j1.31387,4.32773-j2.2557,3.48927-j2.65103,2.80516-j2.75121,2.27738-j2.71053,1.87411-j2.60802,1.56382-j2.4821,2876.4
2.8164+j2.29679,4.33458+j1.24024,4.68161-j0.191563,4.32081-j1.26207,3.73163-j1.89056,3.1452-j2.20385,2.63713-j2.32642,2.21852-j2.34133,1.87941-j2.29809,1.6054-j2.22512,4401.6
2.7069+j2.40799,4.38408+j1.42764,4.84697-j0.0987179,4.48553-j1.27683,3.84968-j1.96138,3.21691-j2.29134,2.675-j2.41152,2.23429-j2.41702,1.88151-j2.36291,1.59931-j2.27975,3937.2
2.54599+j2.54153,4.43098+j1.6998,5.08257+j0.049731,4.72869-j1.29447,4.02181-j2.06594,3.31829-j2.41991,2.72605-j2.53482,2.25348-j2.52515,1.88158-j2.45435,1.58835-j2.35602,3445.2
2.42817+j2.62144,4.44734+j1.89908,5.25277+j0.16996,4.91183-j1.30449,4.14982-j2.14473,3.39127-j2.51625,2.76091-j2.62583,2.26499-j2.6038,1.87955-j2.52002,1.5788-j2.41022,3171.6
2.1828+j2.74944,4.43318+j2.31873,5.60799+j0.461527,5.32005-j1.31679,4.43051-j2.32059,3.54408-j2.72933,2.82856-j2.82298,2.28274-j2.77081,1.86971-j2.65717,1.55437-j2.52188,2738.4
2.62913+j2.47643,4.41039+j1.55937,4.96157-j0.0289891,4.60245-j1.28593,3.93276-j2.01165,3.26631-j2.35325,2.70024-j2.47115,2.2441-j2.46954,1.88196-j2.40749,1.59431-j2.31705,3678
2.62318+j2.48135,4.41211+j1.56942,4.97025-j0.0235121,4.61142-j1.28657,3.9391-j2.0155,3.27005-j2.358,2.70212-j2.4757,2.24481-j2.47353,1.88196-j2.41086,1.59391-j2.31986,3660
2.81052+j2.30326,4.33763+j1.25039,4.69065-j0.186717,4.3297-j1.26292,3.73803-j1.89438,3.14913-j2.20858,2.63924-j2.33104,2.21944-j2.34546,1.87958-j2.30165,1.6051-j2.22813,4372.8
2.52895+j2.55393,4.43427+j1.72857,5.10725+j0.0664572,4.75482-j1.29607,4.04016-j2.07719,3.32889-j2.43369,2.7312-j2.5479,2.25526-j2.53651,1.88139-j2.46388,1.58705-j2.36391,3402
2.20963+j2.7377,4.43799+j2.27245,5.56892+j0.426468,5.27312-j1.31608,4.39855-j2.30035,3.52718-j2.70496,2.82145-j2.80072,2.2812-j2.75217,1.87116-j2.64201,1.55737-j2.50964,2779.2
2.77947+j2.33645,4.353+j1.30381,4.73805-j0.160872,4.37653-j1.26731,3.7717-j1.91452,3.16974-j2.23349,2.65025-j2.35535,2.22412-j2.36716,1.88032-j2.32029,1.60347-j2.24387,4228.8
2.5798+j2.51599,4.42352+j1.6427,5.03349+j0.0171547,4.67713-j1.29114,3.98551-j2.04376,3.29723-j2.39271,2.71568-j2.5089,2.24979-j2.50257,1.88184-j2.43537,1.59085-j2.34026,3535.2
2.75276+j2.36372,4.36521+j1.34954,4.77843-j0.138291,4.41671-j1.27094,3.8005-j1.93179,3.18725-j2.25482,2.65951-j2.37612,2.22799-j2.38564,1.88085-j2.33611,1.602-j2.25722,4114.8
2.47123+j2.59379,4.44309+j1.82614,5.19065+j0.124738,4.84418-j1.30111,4.10269-j2.11562,3.36465-j2.48072,2.74838-j2.5924,2.26101-j2.57502,1.88049-j2.49607,1.58244-j2.39051,3265.2
2.5566+j2.53364,4.42877+j1.68188,5.06719+j0.0394257,4.71248-j1.29344,4.0104-j2.05897,3.31169-j2.41136,2.72282-j2.52668,2.25234-j2.51807,1.88167-j2.4484,1.58915-j2.35109,3472.8
2.54178+j2.54462,4.43183+j1.70691,5.08867+j0.0538431,4.73514-j1.29487,4.02633-j2.06872,3.32091-j2.42331,2.72733-j2.53805,2.25392-j2.52796,1.88154-j2.4567,1.58804-j2.35798,3434.4
2.75941+j2.35704,4.36225+j1.33817,4.76841-j0.143945,4.40671-j1.27005,3.79334-j1.92749,3.18291-j2.24951,2.65722-j2.37095,2.22704-j2.38105,1.88073-j2.33219,1.60237-j2.25391,4142.4
